row_id,Product,Subsystem,SystemElement,Function,FailureMode,FailureCause,FailureEffect,PreventiveMeasure,DetectiveMeasure,SeverityRating,OccurrenceRating,DetectionRating
1158,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Mechanical failure of V-room,Design for maintenance,Loose metal parts get into combustion chamber or crankcase housing causing major damage,,,,,
1159,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Mechanical failure of V-room,"Transient engine operation (start up, cool down)",Loose metal parts get into combustion chamber or crankcase housing causing major damage,,,,,
1160,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Mechanical failure of V-room,V-room design,Loose metal parts get into combustion chamber or crankcase housing causing major damage,,,,,
1161,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Mechanical failure of V-room,Material selection,Loose metal parts get into combustion chamber or crankcase housing causing major damage,,,,,
1162,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Mechanical failure of V-room,Casting tolerances (Crankcase),Loose metal parts get into combustion chamber or crankcase housing causing major damage,,,,,
1163,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Mechanical failure of V-room,Combustion system,Loose metal parts get into combustion chamber or crankcase housing causing major damage,,,,,
1164,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Mechanical failure of V-room,Design for manufacturing,Loose metal parts get into combustion chamber or crankcase housing causing major damage,,,,,
1165,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Mechanical failure of V-room,Chemical degradation (all medias in contact with parts),Loose metal parts get into combustion chamber or crankcase housing causing major damage,,,,,
1166,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Mechanical failure of V-room,Thermal mechanical degradation,Loose metal parts get into combustion chamber or crankcase housing causing major damage,,,,,
1167,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Mechanical failure of V-room,Air-gas quality,Loose metal parts get into combustion chamber or crankcase housing causing major damage,,,,,
1168,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Mechanical failure of V-room,Backfire due to none optimal engine operation,Loose metal parts get into combustion chamber or crankcase housing causing major damage,,,,,
1169,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Insufficient air/gas/mixture to a specific cylinder,Crankcase design,Drop in engine performance,,,,,
1170,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Insufficient air/gas/mixture to a specific cylinder,Design for maintenance,Drop in engine performance,,,,,
1171,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Insufficient air/gas/mixture to a specific cylinder,"Transient engine operation (start up, cool down)",Drop in engine performance,,,,,
1172,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Insufficient air/gas/mixture to a specific cylinder,V-room design,Drop in engine performance,,,,,
1173,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Insufficient air/gas/mixture to a specific cylinder,Material selection,Drop in engine performance,,,,,
1174,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Insufficient air/gas/mixture to a specific cylinder,Casting tolerances (Crankcase),Drop in engine performance,,,,,
1175,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Insufficient air/gas/mixture to a specific cylinder,Combustion system,Drop in engine performance,,,,,
1176,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Insufficient air/gas/mixture to a specific cylinder,Crankcase design,Instability in combustion process,,,,,
1177,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Insufficient air/gas/mixture to a specific cylinder,Design for maintenance,Instability in combustion process,,,,,
1178,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Insufficient air/gas/mixture to a specific cylinder,"Transient engine operation (start up, cool down)",Instability in combustion process,,,,,
1179,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Insufficient air/gas/mixture to a specific cylinder,V-room design,Instability in combustion process,,,,,
1180,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Insufficient air/gas/mixture to a specific cylinder,Material selection,Instability in combustion process,,,,,
1181,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Insufficient air/gas/mixture to a specific cylinder,Casting tolerances (Crankcase),Instability in combustion process,,,,,
1182,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Insufficient air/gas/mixture to a specific cylinder,Combustion system,Instability in combustion process,,,,,
1183,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Flow disturbance of gas to cylinder,Crankcase design,Drop in engine performance,,,,,
1184,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Flow disturbance of gas to cylinder,Design for maintenance,Drop in engine performance,,,,,
1185,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Flow disturbance of gas to cylinder,"Transient engine operation (start up, cool down)",Drop in engine performance,,,,,
1186,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Flow disturbance of gas to cylinder,V-room design,Drop in engine performance,,,,,
1187,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Flow disturbance of gas to cylinder,Material selection,Drop in engine performance,,,,,
1188,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Flow disturbance of gas to cylinder,Casting tolerances (Crankcase),Drop in engine performance,,,,,
1189,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture through the crankcase,Flow disturbance of gas to cylinder,Combustion system,Drop in engine performance,,,,,
1190,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder,Crankcase design,Drop in engine performance,,,,,
1191,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder,Design for maintenance,Drop in engine performance,,,,,
1192,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder,"Transient engine operation (start up, cool down)",Drop in engine performance,,,,,
1193,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder,V-room design,Drop in engine performance,,,,,
1194,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder,Material selection,Drop in engine performance,,,,,
1195,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder,Casting tolerances (Crankcase),Drop in engine performance,,,,,
1196,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder,Combustion system,Drop in engine performance,,,,,
1197,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder,Crankcase design,Instability in combustion process,,,,,
1198,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder,Design for maintenance,Instability in combustion process,,,,,
1199,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder,"Transient engine operation (start up, cool down)",Instability in combustion process,,,,,
1200,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder,V-room design,Instability in combustion process,,,,,
1201,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder,Material selection,Instability in combustion process,,,,,
1202,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder,Casting tolerances (Crankcase),Instability in combustion process,,,,,
1203,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder,Combustion system,Instability in combustion process,,,,,
1204,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder during transient engine operation,Crankcase design,Drop in engine performance,,,,,
1205,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder during transient engine operation,Design for maintenance,Drop in engine performance,,,,,
1206,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder during transient engine operation,"Transient engine operation (start up, cool down)",Drop in engine performance,,,,,
1207,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder during transient engine operation,V-room design,Drop in engine performance,,,,,
1208,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder during transient engine operation,Material selection,Drop in engine performance,,,,,
1209,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder during transient engine operation,Casting tolerances (Crankcase),Drop in engine performance,,,,,
1210,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder during transient engine operation,Combustion system,Drop in engine performance,,,,,
1211,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder during transient engine operation,Crankcase design,Instability in combustion process,,,,,
1212,Gas Engine Type 4,Engine Block,V-room insulation,Allows Air/Gas/Mixture to cylinder head,Insufficient air/gas/mixture to a specific cylinder during transient engine operation,Design for maintenance,Instability in combustion process,,,,,
